ko,figure,gender_real
가정에서 연주되는 피아노 음악은 바깥 일이 힘든 남편의 편안한 휴식과 자녀들의 심신의 안정을 위해 상류 사회의 지성과 미모를 갖춘 어머니가 하는 일이라는 이미지를 만들어 내고 있었다.,남편,1
>남편분한테 배운 거예요?,남편,1
"제1장 자유 평등으로의 길에서는 '널리 인간을 이롭게/단군', '악법도 법이다/소크라테스', '원수를 사랑하라/예수', '양심은 누구에게 맡길 수 없다/마르틴 루터', '자유 아니면 죽음을 달라/패트릭 헨리', '네 가지 자유/프랭클린 루스벨트 대통령' 등의 연설을 실었다.",예수,1
아내가 남편의 동의를 얻어 다른 남성의 정자를 기증받아 아이를 낳았다면 남편이 아기의 아버지가 되며 그는 이를 거부할 수 없다고 규정했다.,그,1
그의 이런 노력은 그의 사후 두 아들을 통해 지금까지 계속되고 있다.,아들,1
"김일성의 역사적 지위는 고조선의 단군, 고구려의 주몽과 같은 건국의 시조와 같은 역사의 설립자로서 추앙되고, 그의 사망과 함께 주체력을 탄생시켜 사회적 생명으로써 시간성을 연장한다.",단군,1
전기 면담을 통해 참여자는 한 연구자에게 자신이 어떠한 삶의 과정을 거쳐왔고 살아왔는지 솔직하고 허심탄회하게 이야기 하게 된다.,참여자,1
"왕 부장은 이날 오전 베이징(북경) 댜오위타이(조어대) 국빈관 '팡페이위안'(방비원)에서 9·19공동성명 발표 10주년을 계기로 열린 북핵 세미나에 참석, 6자 회담 구성원은 모두 유엔 회원국이라며 이같이 말했다.",왕,1
"대학생 시절 학과 대표 소프트볼 선수이었고, 가정의 평화를 위해서 남편의 야구 관전 취미 생활을 전폭적으로 지지하고 있는 아내 역시 둘도 없는 BBB의 동반자이다.",남편,1
"왕은 포도주와 금, 은으로 만든 빵을 하사하고 다시 돌아와 권좌에 앉는다.",왕,1
제한설은 처가 남편의 자를 임신할 수 없는 이유가 있는 때에는 친생자 추정의 효력을 제한하는 견해이다.,남편,1
슈퍼 전파자 의혹을 받는 환자는 지난 2일 뉴욕주에서 두 번째 확진 판정을 받고 뉴욕시 맨해튼의 한 병원에서 치료 중인 50대 남성 변호사다.,남성,1
"아빠는 집에 오면 늘 엄마에게 뽀뽀를 했고, 엄마는 아빠를 꼭 껴안았다.",아빠,1
"집밖에 전혀 출입을 못하던 AAA의 여자 친구와 그의 아들, 20대 조카 2명은 AAA의 확진 판정 후 나흘이 지난 3일, 소방차와 폐기물 차량이 아파트를 '대청소'한 뒤에야 가택 연금에서 풀려났다.",AAA,1
주인공은 실종된 아버지를 찾기 위해 우주를 가로지르는 기상천외한 모험을 시작합니다.,아버지,1
"그렇지만 그는 ""남편과 함께 한 시간 자체가 예술이었기 때문에 후회하지 않는다""고 말했다.",남편,1
할머니는 암을 이겨내고 삶으로 돌아왔지만 비슷한 시기 암에 걸렸던 남편은 먼저 세상을 떠나고 말았다.,남편,1
원고 측에서는 감정에게 종량을 허락하지 않는다는 고조부 '안돈후의 유서'를 증거로 제출하였다.,고조부,1
"전형적인 중인 산학자 집안 출신으로, 형인 경선여의 아들 경연이 구일집의 저자 홍정하(1684∼1727)의 외조부이기도 하다.",조부,1
사회적으로 그 지위를 인정받는 ‘청소년 한부모 가족’ 모델에 주목하고자 한다.,소년,1
그녀 앞에 나타난 하얀 가면의 팬텀이 크리스틴을 유혹하여 무섭기도 한 극장의 지하의 미로로 납치하기 시작한다.,팬텀,1
"여기에 애인을 잃은 여자가 찾아오고, 자신을 잃을 뻔한 남자도 찾아온다.",자신,1
헤롯왕은 화려한 취향을 갖고 있었으며 오랜 통치 기간에 유대 땅 전역에 거대한 건축물을 지은 것으로 알려져 있다.,왕,1
그녀가 그로부터 40피트 떨어진 곳에 서 있다고 상상해보라.,그,1
"더 충격적인 것은 이 남자아이는 자신의 아버지로 추정되는 한 남자 어른과 같이 있었는데, 어른은 그 남자아이가 나에게 하는 행동을 말리지도 않고 그저 바라만 보고 있었다는 것이다.",남자,1
초 공자 위는 장차 임금을 시해하고 자신이 왕이 되고자 하는 야심이 있어서 왕자 흑굉과 태재를 변방에 나가 성을 쌓게 하고서 자신은 내부에서 일을 진행하려고 했다.,위,1
"폐지를 주워 살아가는 아버지는 병에 걸려 오래 앓고 있는 상태이며, 어린 두 남매는 아버지를 돕기 위해 대신 일을 나선다.",아버지,1
지난 3월 독일에서 치료를 받다가 숨진 UAE 출신의 70대 남성 감염 환자까지 포함하면 UAE와 관련된 신종 코로나바이러스 환자는 2명으로 늘었다.,남성,1
이에 이 글은 효명세자의 생의 흔적과 그의 문화예술 활동이 무엇인지를 살펴보았다.,효명세자,1
"선조(1569년)가 경연에서 ""전등신화""에 대해 언급한 바 있으며, 효종이 봉림대군 시절, 스승 심광수(1598～1662)에게 ""전등신화""의 구절에 대해 묻는 내용이 있다.",봉림대군,1
장애가 심한 아들에게 헤로인을 투약해 숨지게 한 모친의 행위를 놓고 영국 내에서 논란이 일고 있다.,아들,1
AAA 1의 유년 시절은 폭력적인 아버지와 오빠 AAA 2의 폭력으로 불우하였고 두 번의 결혼 생활과 한 번의 동거는 모두 죽음으로 귀결된 기구한 역경의 삶이었다.,AAA 2,1
">그런데 다른 것보다 음악이 뭔지 봤어요, 지금 석진이 형?",형,1
>수근이 형이랑 자주 치고 내가 알고.,수근이,1
프로 야구에 대한 나의 기억은 사실상 나의 청소년기와 함께 한다.,소년,1
남편이 새치가 많거든요.,남편,1
"100만 번째 입장객은 채핀에 거주하는 크레이그 숀이라는 남성으로 숀은 스프링필드시를 상징하는 기념 열쇠와 2번째 임기를 시작하는 블라고야비치 주지사의 취임식 입장권 2매, 그리고 박물관 기념품 센터의 선물 바구니 등을 받았다.",남성,1
실제로 AAA1의 이웃인 AAA2의 경우 아들이 2018년에 특별 영주권을 받게 되면서 온 가족의 신분이 합법화되어 부러움의 대상이 되었다.,아들,1
"BBB는 저장성 후저우에서 지난해 11월 57세 남성이 신종 AI로 입원한 직후 그의 사위도 양성반응을 보인 사례가 있었다며, 남성 환자가 사위에게 옮긴 것으로 의료진이 확인했다고 28일 보도했다.",남성,1
WSJ은 그러나 펠리페 6세가 왕세자 시절 오페라 극장에서 야유를 당하거나 기업인들에게 악수를 거부당하는 수모를 겪으면서도 카탈루냐 지역을 여러차례 방문한 사실을 언급하며 그의 이런 노력을 인정하는 움직임도 있다고 전했다.,펠리페 6세,1
박물관 내부 CCTV에는 이 남성이 티라노사우루스 공룡 두개골의 턱 안쪽에 머리를 넣는 포즈로 사진을 찍는 등 즐거운 시간을 보내는 모습이 담겼다.,남성,1
">아빠의 도전이다, 세 번째.",아빠,1
"기사에는 1988년 안양에서 일어난 공장 화재 사건을 중점적으로 다룬 영화 FFF1, 형인 AAA 감독과 함께 아이폰으로 찍어 베를린 국제 영화제에서 금곰상을 받은 단편 영화 FFF2가 자세하게 소개됐다.",형,1
모찌가 전 아내와의 사이에서 낳은 2살배기 아들이 들러리를 섰다.,모찌,1
여성이 된 올란도는 이름을 이사도라로 바꾸고 어느 멋진 남자를 만나 결혼을 하게 되었고 행복하게 사는 듯했다.,남자,1
"관객들은 '축하해요!', '아들이에요 딸이에요?', '정말 행복하시겠어요', 같은 말을 소리친다.",아들,1
>오빠가 뭇국을 만들었고요.,오빠,1
"그가 '교육학의 아버지'라고 명명되는 이상, 그 특별한 이유는 '교육의 실천'과의 관련 속에서 탐색해야만 할 것이다.",그,1
"미국 인기 여성 래퍼 리조는 BTS와 함께 공연을 즐기는 모습을 인스타그램에 올리면서 ""나와 내 절친들""이라고 소개했다.",리조,1
"진짜 사랑꾼이야, 형.",사랑꾼,1
"아니, 승기 형이 아니나 다를까 옆에서 너무 힘들어하고 계시는 거예요.",형,1
"파라과이 공공사업통신부는 통상적인 '난개발' 방식으로 도시를 조성하려 했으나 NGO 출신의 30대 여성인 주택청 장관이 ""이제는 좀 제대로 하자""며 강력하게 제동을 걸어 정책이 변경됐다고 한다.",장관,1
AAA는 남한에 들어온 후 남편의 탈북을 도왔던 사람이 바로 시숙부라는 사실을 알게 되었다.,AAA,1
"오바마는 수년간 금연을 위해 노력하고 있다고 말해 왔으며, 미셸 여사는 2011년 남편이 마침내 금연에 성공했다고 밝힌 바 있다.",남편,1
동현이 형도 발음이 안 좋다고 했잖아요.,형,1
"이 드레스는 엘리자베스 2세가 1947년 필립공과 결혼할 때 입었던 것으로, 여왕 전속 의상 관리인인 앤절라 켈리와 엘리자베스 2세가 좋아하는 디자이너인 스튜어트 파빈이 수선했다.",필립공,1
"마나세 쇼린은 경장 5년(1600) 후양성 천황(15711617)의 병을 치료하여 황실로부터 ""양안원""이라는 호를 하사 받을 정도로 명망 있는 의사였다.",후양성 천황,1
최고 통치자로서 정조의 정치적 삶 가운데 가장 심대하고도 지속적인 영향을 미친 것은 바로 생부인 사도 세자가 뒤주에 갇혀 사망한 사건인 임오화변이었다.,사도 세자,1
"러시아 제2도시 상트페테르부르크의 마린스키 극장에서 6일 공연된 'FFF'에서 주역인 'AAA1'역을 훌륭하게 연기해 ""최고의 연기""라는 찬사를 받은 한국인 발레리노 AAA2씨(20)는 ""관객들의 반응이 기대 이상으로 뜨거워 아주 만족스럽다""고 소감을 밝혔다.",발레리노,1
">형, 원래 이런 거 많이 생각하시면 안 돼요.",형,1
"교토통신은 효고현에서 유리창을 보강하던 70대 남성이 사망했고, 야마구치현의 한 고등학교에서 축구 골대가 쓰러지면서 부상자가 나왔다고 보도했다.",남성,1
박물관 기록보관소에서 발견된 코페라 전 관장의 서한은 35세 가량의 빈 출신 여성인 바흐테르 총독 부인에 의해 박물관이 회복불능의 엄청난 손실을 입었으며 그가 가져간 미술품 중에는 브뤼헐의 작품이 포함됐다고 언급하고 있다.,총독,1
"즉 그의 아들 3형제는 대한제국 시기와 일제 강점기 군수 등 지방관을 역임했고, 계몽 운동에도 참여했다.",아들,1
"청각장애인2(통역), 40대, 남성(2급)은 “(용법이) 적혀 있으면 그걸 따라서 먹었을 텐데 보통 약사가 말로만 하고 안 적어 주거든요. 귀에도 안 좋다고 얘기 들었는데…. 이런 걸 모르고 주는 대로 먹었는데 나중에 뭔가 안 좋아진 걸 느꼈을 때는 이미 시간이 좀 지난 후여서…. 이런 정보도 많이 필요한 것같아요."" 라고 말했다.",남성,1
">기회를 한 번만 더 주시면 안 돼요, 아저씨.",아저씨,1
WSJ은 그러나 펠리페 6세가 왕세자 시절 오페라 극장에서 야유를 당하거나 기업인들에게 악수를 거부당하는 수모를 겪으면서도 카탈루냐 지역을 여러차례 방문한 사실을 언급하며 그의 이런 노력을 인정하는 움직임도 있다고 전했다.,왕세자,1
"그는 아이가 하나님의 말씀이 아니라면 하나님은 결코 말한 적이 없다고 말하는데, 이는 그가 아이의 생명을 지속시키는 것이 하나님으로부터 부여받은 자신의 책무이고 숭고한 행위임을 인식하고 있음을 보여주는 부분이다.",하나님,1
"음악적인 가정에서 태어난""웨버""는 어렸을때부터 작곡에 남다른 재능을 보여 8세때부터 뮤지컬을 작곡하기 시작했다．그의 아버지 ""윌리엄""은 유명한 오르가니스트이자 피아니스트로 18년동안 ""런던""음악대학 학장으로 재직한 이나라지도적인 음악가였고 어머니 또한 재능있는 피아니스트였다.",아버지,1
"한국 남성이 하루 중 아이 등 가족을 돌보는 시간은 10분으로 포르투갈(6분)과 일본(7분) 다음으로 적었으며, 청소와 빨래 등 가사노동에 쓰는 시간도 21분으로 최하위 인도(19분) 덕분에 꼴찌를 겨우 면했다.",남성,1
"AAA는 첫 고용주와 좋은 관계를 유지하며 10년을 보냈지만, 이스라엘에서 만난 필리핀 남성과의 관계로 임신하게 되면서 출산 후 아이만 필리핀으로 보낼 것인지, 아이와 함께 필리핀으로 돌아갈지 결정해야 했다.",남성,1
>광수 형이랑 저랑 한번 여기서.,광수,1
"친애하는 Mr. AAA1님, 귀사의 해외 여행을 위한 부동산 목록에 대해 문의해 주셔서 감사합니다.",Mr. AAA1,1
큰 병원에 가서 이제 아버지 귀가 왜 안 들리는지 검사를 쫙 받게 하고 그리고 아버지는 이제 수술을 받으셨고 인공와우를 장착해서 아버지는 소리를 듣게 되신 거예요.,아버지,1
">저는 진짜 형, 저는 진짜 안 꺾고 3번 가겠습니다.",저,1
"나는 AAA1, 너는 Mr. AAA2 맞지?",Mr. AAA2,1
아내가 남편의 동의를 얻어 다른 남성의 정자를 기증받아 아이를 낳았다면 남편이 아기의 아버지가 되며 그는 이를 거부할 수 없다고 규정했다.,아버지,1
노르웨이 베스트폴주 홀메스트란에 거주하는 AAA(37·여) 씨는 최근 남편과 함께 인도 뉴델리 시내에 위치한 BBB의 불임센터를 방문했다.,남편,1
>오빠 미안해요.,오빠,1
결혼 이후 남자는 자본주의 사회의 부속품이 되어 지친 일상을 반복하며 극심한 인간성의 타락과 자아 고갈을 겪는다.,남자,1
"AAA1은 다른 29명의 지도자와 함께 체포됐으며, AAA1과 그의 형제 AAA2와 그의 사촌 AAA3은 1947년 3월 31일에 슈바르 카라 광장에서 교수형 당했다.",형제,1
왕과 왕후가 사위의 글공부를 챙기기도 하고 사위의 글씨에 대한 상으로 선물을 보내는 등 사위를 생각하는 마음이 각별하였음을 알 수 있다.,왕,1
이때 나발이 크게 울리고 소작머슴은 허리를 크게 펴고 여성들을 즐겁게 반긴다.,소작머슴,1
제1대 타짜협회장 지석진과 그를 몰아내고 2대 협회장이 된 유재석.,타짜협회장,1
15살 때인 1985년 AAA로부터 성적 학대를 당했다며 일리노이 주의 한 40대 남성이 경찰에 낸 고발장이 일간 BBB에 첫 보도됐다.,남성,1
배우출신이었던 페론 전대통령의 부인 에바 '에비타' 두아르테는 아르헨티나 빈민의 우상이었으며 남편이 현직에 있던 52년 사망했는데그녀의 묘는 페론 정권이 군사 쿠데타로 무너진후 훼손당해 시신이 수년간 이탈리아에 보관되기도 했다.,페론,1
추가 확진자는 40대 남성과 80대 여성으로 뉴욕시 맨해튼과 브루클린의 병원에서 격리돼 치료를 받는 것으로 전해졌다.,남성,1
"아저씨, 뭐 하는 거야, 진짜?",아저씨,1
초 공자 위는 장차 임금을 시해하고 자신이 왕이 되고자 하는 야심이 있어서 왕자 흑굉과 태재를 변방에 나가 성을 쌓게 하고서 자신은 내부에서 일을 진행하려고 했다.,흑굉,1
첫째 왕자와 둘째 왕자를 비롯한 많은 사람들이 겉모습을 볼 때 그 이면을 꿰뚫어 보는 한 사람이 있었으니 셋째 왕자가 바로 그다.,그,1
알겠습니다. 제 아들한테 청구서를 처리하라고 할게요.,아들,1
저는 이번에 제 아내와 동행합니다.,저,1
45세 남자가 자택에서 FFF 10정을 음독 후 목을 매려다가 가족에게 발견된 후 응급실에 왔다.,남자,1
알베르 2세는 이날 TV와 라디오를 통한 대국민연설에서 벨기에 독립기념일인 오는 21일 왕위에서 물러나고 필립(53) 왕세자에게 양위할 것이라고 밝혔다.,세자,1
5세 아동의 생명의 존엄성과 70세 할아버지 생명의 존엄성이 다르지 않다고 생각한다.,할아버지,1
이바라키 현과 야마나시 현에서는 각각 80대 여성과 60대 남성이 쓰러진 채 발견됐으며 모두 의식이 없는 상태라고 아사히 신문은 전했다.,남성,1
복식부기에 대한 내용은 처음으로 출판된 것으로 파치올리는 수학자임에도 불구하고 ‘회계학의 아버지’로 여겨지고 있다.,아버지,1
"아들 일라이자 로스 루터(20)는 ""병원 직원들이 무전기를 가져다가 어머니의 베게 옆에 놔줬다.",일라이자 로스 루터,1
"유사하게, 혼외자가 인지 절차를 거치기 전에 그의 생물학적 부를 살해하였다면 존속 살해죄가 아닌 보통 살인죄가 성립한다.",부,1
"남자는 자신을 쫓아다니는 아주머니가 결국 자신을 죽일 것을 알고 있으며, 여자와 아름답게 헤어질 순간을 선택한다.",자신,1
"남부아프리카 짐바브웨에서 한 청년이 자신의 개들 덕분에 표범에 의한 끔찍한 공격에서 살아남았다고 8일(현지 시간) 남아공 사파(SAPA) 통신이 현지 일간 BBB를 인용, 보도했다.",청년,1
이 과정에서 소년은 자신의 행위에 대한 피해를 회복하고 책임을 지는 법을 배우게 된다.,자신,1
"아버지는 아들들에게 백만 달러와 일만 달러, 그리고 가능한 분배 결과를 남겼다.",아버지,1
"100만 번째 입장객은 채핀에 거주하는 크레이그 숀이라는 남성으로 숀은 스프링필드시를 상징하는 기념 열쇠와 2번째 임기를 시작하는 블라고야비치 주지사의 취임식 입장권 2매, 그리고 박물관 기념품 센터의 선물 바구니 등을 받았다.",입장객,1
보도에 따르면 지난달 30일 오후 5시 40분께 샌버너디노 카운티 팜데일로드 빅터빌 갤러리아 쇼핑몰에 있는 남성의류 매장 '익스트림 맨스웨어'에 20대 남성이 침입해 한인 여성 업주 홍종숙씨를 흉기로 찔러 숨지게 했다.,남성,1
1967년에 마닐라에서 9남매중 여섯째로 태어난 AAA는 18세에 결혼 후 몇 년 지나지 않아 남편과 사별한 뒤인 1986년에 첫째 언니를 따라 싱가포르로 가서 4년간 가사노동자로 일했다.,남편,1
남부 푸에르토 몬트 지역에서는 당시 초등학교 5학년 소녀(11)가 어머니의 남자친구에게 약 2년간 상습적으로 성폭행당해 임신한 것으로 드러났다.,남자친구,1
>이 형님이 빨리 오라고.,형님,1
"그리고 최종적으로는 입법을 통한 방식으로 접근하는 것이 보다 필요할 것으로 생각하는데, 그 이유는 현재까지 법원에 의한 사법적 해결은 개별적·구체적 판단에 의존하는 방식이라 사전에 시장 참여자의 예측가능성을 담보하기에는 상당한 무리가 따르기 때문이다.",참여자,1
형 아니 근데 왜 갑자기 혼자 뛰어가서 할아버지 뜯긴 거예요.,할아버지,1
"사사기 13장에 따르면, 삭도금지 규정이 포함된 여호와의 사자의 메시지가 마노아의 아내에게 전달되고, 이는 마노아의 아내에 의해 남편인 마노아에게 전달되고, 마지막으로 여호와의 사자가 다시 나타나서 마노아에게 메시지를 전달하게 된다.",남편,1
>10년 동안 제가 그렇게 정장 하나 사자 사자 해도 한 번을 안 사서 제가 오늘 재근 오빠한테 또 SOS를.,재근,1
"아니, 승기 형이 아니나 다를까 옆에서 너무 힘들어하고 계시는 거예요.",승기,1
미국 버지니아 주 랭리에 있는 미 중앙정보국의 사설 박물관에 새로 전시된 작품 중에는 아버지가 세 살배기 아들에게 보낸 이런 내용의 편지가 있다.,아들,1
"본고에서 주목한 것은 김양기 고유의 남채화에 대한 해석은 아버지 김홍도의 작품보다, 중국의 어떤 ""남채화도""보다 더욱더 아름답게 그려졌다는 점이다.",아버지,1
미국 내 첫 에볼라 감염 환자인 라이베리아 출신 남성 AAA가 격리 치료 중인 미국 텍사스주 댈러스 BBB1에서 사망했다고 BBB2 방송이 8일(현지시간) 전했다.,남성,1
중국 측 실무 참여자인 AAA1과 그의 부인인 AAA2가 공동 필명으로 사용 한 '연정'의 회고록과 연구가 있다.,AAA1,1
>이거 하러 온 거야 형.,형,1
"그녀를 치료한 BBB 병원의 AAA1 박사는 ""AAA2가 완전히 나았으며 남에게 에볼라 바이러스를 옮기지 않는다""고 밝혔다.",박사,1
"남성 중심의 캠핑 문화를 지양하고, 가족 캠핑에서 성 역할을 규정하는 것에 비판적 시각을 가지고 있다.",남성,1
"경찰관 AAA 1이 따라가서 AAA 2의 앞을 경찰봉으로 가로막고, 검문에 응할 것을 요구하였으나 AAA 2는 자전거에서 내려 AAA 1의 멱살을 잡아 밀치고, ""이 XX 놈아, 나이도 어린놈이 육군 대위 출신을 몰라보고 검문이냐”라고 욕설을 하였다.",AAA 2,1
앞서 언급한 AAA는 친구의 소개로 만난 필리핀 남성과 온라인으로 관계를 이어오다 2017년에 필리핀에서 결혼식을 하고 다시 이스라엘로 돌아와 돌봄 노동을 지속하고 있다.,남성,1
"AAA 1의 경우 아들의 대필화로 밀려드는 그림의 수요를 감당했다고 하는데, AAA 2는 AAA 1의 그림을 특히 좋아하여 그의 작품을 많이 소장하였다.",아들,1
최고 통치자로서 정조의 정치적 삶 가운데 가장 심대하고도 지속적인 영향을 미친 것은 바로 생부인 사도 세자가 뒤주에 갇혀 사망한 사건인 임오화변이었다.,생부,1
"2013년 FFF 공모전에서 3위를 차지했던 일러스트레이터 AAA가 주인공으로, 그는 2002년 국제노마 콩쿠르에서 그랑프리를 수상했고 당시 작품이 국제아동청소년도서협의회가 선정한 아동도서 최고작으로 꼽히기도 했다.",소년,1
극중 아버지는 그럼에도 불구하고 화를 내지 말자는 모습을 보인다.,아버지,1
"아내가 자기 자신과 자기의 남편에 대한 예약을 완료하는 경우, 아내와 남편은 남편이 단체 여행 부킹 서비스에 액세스하지 않는 경우에도 모두 여행자이다.",남편,1
본고에서는 삼신삼세불 보다 모두 통용될 수 있는 삼불이라는 명칭으로 설정하고 자한다.,삼불,1
"아이바는 앞 장면에서, 데이지의 아들이고, 에릭은 아이바가 노인이 된 자기 어머니 데이지를 돌보라고 고용한 도우미 일을 한다.",아이바,1
"그에 관한 국내의 전문 연구는 거의 찾아볼 수 없으며, 김홍도의 그림을 논하는 전문서에서 아들 김양기의 그림을 간헐적으로 소개하는 수준에 머무르고 있다.",아들,1
">저는 진짜 형, 저는 진짜 안 꺾고 3번 가겠습니다.",형,1
그는 1898년 3월 독립협회가 주최한 만민공동회에서 러시아의 대조선 이권 침탈을 규탄하는 반러 운동에 몰두하였고 1899년 고종황제 퇴위 음모 사건에 연루되어 옥에 갇히면서 반러의식이 더욱 굳어진 것으로 보인다.,황제,1
하트셉수트는 이복 형제인 투트모세 2세의 왕비로 있다가 그의 사망 후 투트모세 3세의 섭정으로 지배 권력을 행사하면서 최고 통치자인 파라오로 등극해 군림했다.,투트모세 3세,1
세관은 나치 시절 유명 미술품 거래상이었던 아버지 AAA1의 아들인 AAA2의 탈세 혐의 등을 조사하는 과정에서 지난해 2월 이들 작품을 발견했는데 당국은 당시 AAA2를 심문한 뒤 기소하지 않고 풀어줬다.,아버지,1
아쇼카 왕은 이 같은 신기한 일을 보고서 자신의 잘못을 뉘우치고 향기나는 우유를 남은 뿌리에 부었다.,왕,1
72세 남자가 애성 증상이 있어 수 개월간 경구 약제를 복용하며 경과 관찰하였으나 증상 호전이 없었다.,남자,1
예 씨가 인터넷 구매를 하지 못하게 되면 아내가 더 많은 돈을 쓸 수 있다.,예,1
>저는 종국 오빠요.,종국,1
50대 남성인 이 환자는 발병 전에 식용 비둘기 고기를 사먹은 것으로 확인됐다.,남성,1
"냉장고(100-1)는 카메라를 통해 촬영된 영상에 기반하여, 8살 남자 어린이가 도어를 열고, 와인(1330)에 손을 가져감을 인식할 수 있다.",남자,1
PSS 4점으로 내원한 2명은 모두 일산화탄소 중독 환자였으며 이 중 33세 남성은 심폐소생술 후 일시적으로 자발순환이 되었으나 지속되지 못해 중환자실에 입원하지 못하고 응급실 내 사망하였다.,남성,1
담보물은 나중에 다말이 시아버지인 유다가 자신이 행음하였음을 이유로 불사르려고 할 때 유다가 그 상대였음을 증명하는 증거물로 작용하였다.,시아버지,1
"왕을 위해 복무하였으나, 그 봉토 내에서는 독립된 일정한 권력을 행사할 수 있었다.",왕,1
알베르 2세는 이날 TV와 라디오를 통한 대국민연설에서 벨기에 독립기념일인 오는 21일 왕위에서 물러나고 필립(53) 왕세자에게 양위할 것이라고 밝혔다.,왕세자,1
"현지 경찰은 이 사고로 에마누엘은 중상을 입었고 아내 발레리아 카르모나와 각각 2살, 8개월 된 두 아들은 급히 병원으로 옮겨졌으나 사망했다고 전했다.",아들,1
그는 이날 인터뷰에서 자신과 부인의 운영하는 미술관이 있는 중국 상하이로 이 작품을 가져오겠다는 뜻을 밝혔다.,자신,1
부인 메건 마클(37) 왕자비와 3개월 된 첫째 아들 아치도 동했했다.,아들,1
"네, B양, 제품이 무엇인지에 대한 더 깊은 통찰력을 제공하기 위해 제품이 어떻게 만들어지는지 실제 시연보다 더 나은 것은 없습니다.",B,1
아들의 욕망은 억압당하고 어머니를 대체할 수 있는 만족의 대상을 찾는 것으로 이어진다.,아들,1
냉철한 판단력도 남성 중심의 독일 정치판에서 그가 버텨낸 힘이다.,남성,1
사망한 남성과 함께 여행 온 30대 딸도 코로나19 감염 확진 판정을 받아 파리 병원에서 치료를 받고 있다.,남성,1
한 수학자는 청소년 때 수학에 꽃히기 전까지는 대학에서 아버지를 따라 신학을 공부하려고 했던 것으로 보인다.,아버지,1
