ko,figure,gender_real
"늦은 저녁, 어머니를 만난 아이는 어머니 손을 잡고 다시 산동네 골목을 걸어 집으로 올라간다.",어머니,2
"시부가 심한 문초를 자행했던 배경에는 정식 혼례를 올리지 않은 AAA를 며느리로 인정하지 않았다는 점, 즉 AAA가 '근본을 알 수 없는' 여자라는 점이 놓여 있다.",며느리,2
>누나 왔다.,누나,2
"2010년 '조선민주주의인민공화국 녀성권리보장법'의 제5장의 제42조는 가정에서 여성의 재산권을 보장하며, ""수입에 관계없이 남편과 평등하게 가정 재산을 점유, 이용, 처분할 수"" 있고, ""자기의 개별 재산권을 주장할 수 있다""고 밝혔다.",자기,2
"엄마 너무 입을, 입을.",엄마,2
AAA는 르네상스 이래 전해져 내려온 역삼각형 구도를 수용하면서 그가 즐겨 사용하는 '가깝게 다가가기'에 집중 하고자 이모와 조카의 관계를 100x115 cm 크기로 묘사한다.,이모,2
그녀의 공적은 무엇보다 식민지 시기부터 해방 이후까지 민족적 자부심과 고유한 민족정신을 조선 춤으로 표현하고 지켜냈다는 데에 있다.,그녀,2
"어머니는 병우에게 의사를 물어보기는 하나, 매우 형식적이며, 끝내 자녀를 자신이 원하는 방식대로 판단하고 활동을 이끌고 있었다.",어머니,2
>어머니 새끼 맞아요?,어머니,2
"감사합니다, 부인, 저희가 하는 모든 일은 아이들을 위한 것입니다.",부인,2
나와 같은 여교사에게는 운동부 지도 전문성 제고를 위한 교육의 기회가 제공되어야 한다고 생각한다.,여교사,2
박물관은 관객들이 인류학자이기도 한 던햄 여사의 수집품 속에서 인생에 대한 그녀만의 깊은 통찰을 느낄 수 있을 것으로 기대하고 있다.,여사,2
게다가 그녀에게는 고양이가 있었다.,그녀,2
모찌가 전 아내와의 사이에서 낳은 2살배기 아들이 들러리를 섰다.,아내,2
"파라과이 공공사업통신부는 통상적인 '난개발' 방식으로 도시를 조성하려 했으나 NGO 출신의 30대 여성인 주택청 장관이 ""이제는 좀 제대로 하자""며 강력하게 제동을 걸어 정책이 변경됐다고 한다.",여성,2
호주에서 바다수영을 하던 60대 여성이 상어의 공격에 희생되는 등 최근 상어 공격에 따른 인명 피해가 속출하고 있다.,여성,2
"그녀는 음악과에서 가르치는 동시에, 프라이홀의 사감으로서 60명의 소녀들을 엄마처럼 돌보고 있다.",엄마,2
"이 드레스는 엘리자베스 2세가 1947년 필립공과 결혼할 때 입었던 것으로, 여왕 전속 의상 관리인인 앤절라 켈리와 엘리자베스 2세가 좋아하는 디자이너인 스튜어트 파빈이 수선했다.",여왕,2
"그녀는 자신의 이런 면모가 ""여성스럽지 않다고"" 여겨질 수 있겠지만 이제 자신은 ""스스로의 생각을 표현하는 습관이 생겼다고"" 당당히 이야기한다.",여성,2
러시아 공무원인 AAA는 2010년 11월 한국의 산부인과 시스템이 좋다는 지인의 추천을 받고 일부러 한국까지 찾아와 첫째 딸을 출산했다.,딸,2
AAA는 중국 관객들로부터 공연이 끝난 후 세 차례나 커튼콜을 받았고 그녀는 자신을 원하는 팬들에게 세 번씩이나 앙코르 곡을 선사하며 박수 갈채에 화답했다.,그녀,2
박 박사는 특히 남편에게서 증세가 나타나기 시작한 하와이 오아후섬에서 이 남성의 행적을 추적 중이라고 덧붙였다.,박사,2
AAA1의 어머니인 배우 AAA2는 57세 때인 2007년 난소암으로 사망했으며 이모 AAA3도 유방암과 싸우다 61세 나이로 최근 숨졌다.,AAA3,2
코번 부인은 포토맥강가에서 남편과 자녀들과 함께 뱃놀이를 즐긴후 집안 칙척이 모는 픽업트럭을 타고 집으로 돌아오던 도중 무려 4차선 거리나 떨어진 반대편 차선으로부터 날라온 쇠덩어리에 맞아 사망하는 변을 당한 것이다.,코번,2
"우선 ""교사와 지역사회 간 긴밀한 협력으로 여학생 교육에 지속해서 투자해야 한다""고 조언했다.",여학생,2
덴동어미는 하층민으로 몰락하고 남편을 네 번이나 잃고 아이까지 장애를 입었다.,덴동어미,2
의사는 딸의 외음부에서 세 군데가량 절개된 흔적을 발견했다.,딸,2
박 박사는 특히 남편에게서 증세가 나타나기 시작한 하와이 오아후섬에서 이 남성의 행적을 추적 중이라고 덧붙였다.,박,2
발달장애인의 주 돌봄자인 어머니는 배우자와 비장애인 자녀와 생활하는 사람이어야 한다.,어머니,2
그녀가 움직이면 신비로운 음들은 물의 파동을 형성하였다.,그녀,2
"1940년대말까지 ""뉴욕""메트로폴리탄·오페라·하우스""와 ""런던""의 ""코벤트·가든""에서주역 무용수로 활약했던 ""알론소""여사는 60세가훨씬 넘고 반 장님에 가까운 오늘날에도 50년전발레계에 첫 데뷔했을때 못지않은 정열과 신선감을 유지하고 있다.",여사,2
"친구와 함께 전시회를 찾은 홍콩 여성 AAA는 ""아트 바젤 홍콩은 처음 왔는데 직접 전시를 본다는 것 자체가 정말 좋은 것 같다""고 말했다.",여성,2
"한편, 관련 증거에 의하면 AAA 1은 AAA 2의 노모이고 위 다세대주택 202호에 대해서는 이미 그명의로 소유권 이전 등기가 마쳐져 있다.",노모,2
괴물에서는 딸을 구하려고 괴물과 맞서는 매점 주인 역이었다.,딸,2
블루 하이웨이에서는 아내와 직업 모두를 잃은 AAA가 미국 대륙의 횡단을 자신의 미래를 위해 새롭게 목표를 세우는 기회로 이용한다.,아내,2
제주 해녀에 대해 가장 강조하고 싶은 부분은 한국 여성으로서 사회에 기여하는 방식이다.,여성,2
"사람이 늘 고기만 먹고 살 수 없듯이, 그는 품위 있게 빛나는 폰 차스터를 두고 자신의 옛 부하였던 헤프링의 아내를 탐한다.",아내,2
순례의 심리적 억압은 그녀의 대사보다는 오히려 침묵을 통해 강하게 표현된다고 볼 수 있다.,그녀,2
"강 장관은 전날 반기문 유엔 사무총장과 면담했으며, 16일에는 'CSW 장관급 상호대화' 참석에 이어 뉴욕 한인 여성 기업인 간담회, 뉴욕 한인봉사센터 방문 등의 일정을 소화한다.",여성,2
이 소녀는 복통 때문에 지난달 21일 어머니와 함께 수도 아순시온에 있는 소아과 병원을 찾았다가 임신 사실을 알게 됐다.,어머니,2
프랑수아 올랑드 프랑스 대통령의 영부인 발레리 트리에르바일레가 한때 우파 유력 정치인 파트릭 드브쟝과 올랑드 대통령을 동시에 깊게 사귄 것으로 드러났다.,부인,2
이에 격분한 의사는 다른 소녀들을 밀쳐내고 흑인 소녀에게 달려가 목을 조르고 폭행한 것으로 확인됐다고 경찰은 밝혔다.,소녀,2
"그녀는 직접적으로 도움이 되는 경력을 쌓기 위해, 불가피하게 이직을 결정하게 된다.",그녀,2
"이 연구를 주관한 BBB대학교 로열할로웨이의 AAA 교수는 ""위기가 닥쳤을 때, 예를 들어 몸이 아플 때 여성들은 어머니나 할머니의 충고를 따른다""라고 전제하고 ""이것이 그들에게 중요하지만 과학을 무시할 수도 있다""라고 우려했다.",할머니,2
"내가 2011년 그녀를 만나기 며칠 전에, 뉴욕 및 북동부 지역의 몇몇 곳에서는 변덕스러운 10월 눈폭풍이 몰아닥쳤다.",그녀,2
마나가 아버지를 살해한 이를 무기로 내려치려는 찰나 그의 어머니가 그를 막아서며 만류하고 마나는 그를 용서하며 살려 보내준다.,어머니,2
딸들이 많으니 예쁜 녀석 하나 권번으로 보내 돈 좀 벌어 보자고 아버지를 졸라 댔던 것이다.,녀석,2
"정선이 오빠인 세인이가 워낙 유명했고, 상대적으로 정선이는 크게 튀지 않는 조용한 아이였다.",아이,2
"탈레반에 붙잡혀 있는 한국인 22명 가운데 유정화씨로 추정되는 여성은 28일 로이터통신과의 전화통화에서 이 사태의 조속한 해결을 당부하며 ""한국 정부와 미국 정부에 전해달라"", ""유엔과 유네스코, 모두에 우리를 구해달라고 전해달라""고 말했다.",여성,2
자신도 공부를 하고 싶었지만 남편의 조언에 따라 자신이 아닌 다른 사람들의 교육에 그녀의 역량을 사용하였다.,자신,2
"그는 ""특히 미국인 여성의 경우 현지인의 특징이 강한 어머니를 난자 공여자로 선택했다.",여성,2
파블로 피카소의 유명 회화 2점과 다른 데생 1점이 파리에 있는 그의 외손녀 집에서 도난당했다고 경찰이 28일 밝혔다.,외손녀,2
텐트 벽에는 말 그대로 그녀와 잠자리를 같이 했던 사람들의 이름이 적혀있다.,그녀,2
AAA는 초등학교 때부터 어머니의 권유로 멀리 있는 유명한 학원에 다니면서 선행학습을 하였다.,어머니,2
"에든버러 북쪽 파이프의 이든 하구에서 영감을 얻 은 ""텐츠뮤어(Tentsmuir)""라는 작품에서) 그녀는 스코틀랜드뿐만 아니 라 저 멀리 아이슬란드에서 발생하는 하르에 대해서도 언급하고 있 다.",그녀,2
"그녀를 민족정체성 차원에서 ‘탄자니아인’으로 부를 수 있게끔 하는 것은, 흔히 우리가 내셔널 정체성과 관련하여 상정하듯이, 그 어떤 종족적, 언어적, 문화적 뿌리와 연관된 것이 아니다.",그녀,2
"AAA1은 올해 초 BBB1와의 인터뷰에서 ""흑인을 AAA2 같은 BBB2의 백인 수석 여자 무용수와 한 무대에 세우다니 그 대담함을 상상이나 할 수 있느냐""고 회고했다.",여자,2
그녀는 영국에서 태어났지만 어렸을 때부터 여러 나라를 떠돌며 살았다고 했다.,그녀,2
"일본신문들은 부인과 보좌관까지 대동한 국회의원들이""유럽""을 방문할 때쯤이면""유럽""국회의원들도 이미 여름휴가를 맞아 사무실을 떠난 후가 될 것이라고 주장하면서 일본의원들은 고작 방문국주재 일본대사관을 잠시 들른후 해변가나 박물관,또는 극장이나 다니는 것이 시찰의 전부라고 주장했다.",부인,2
"음악적인 가정에서 태어난""웨버""는 어렸을때부터 작곡에 남다른 재능을 보여 8세때부터 뮤지컬을 작곡하기 시작했다．그의 아버지 ""윌리엄""은 유명한 오르가니스트이자 피아니스트로 18년동안 ""런던""음악대학 학장으로 재직한 이나라지도적인 음악가였고 어머니 또한 재능있는 피아니스트였다.",어머니,2
북한전이 펼쳐지는 날 생일을 맞은 여자 축구 국가대표팀 공격수 AAA이 특별한 선물을 받았다.,여자,2
"AAA1의 아내인 AAA2는 별세 소식을 전하며 ""고인은 위대했으며 그와 함께 33년을 함께 살았다는 것은 특권이었다""라고 말했다.",아내,2
원작에 없는 침모를 리처드는 술에 취해 계속 버킹엄이라 부르며 희롱한다.,침모,2
"인도네시아 보건부는 20일 서부 자바주의 와나라자 지방에 사는 AAA라는 이름의 여성 환자가 전날 숨졌으며, 혈액 검사 결과 인체에 치명적인 H5N1형 AI 바이러스에 감염된 것으로 확인됐다고 밝혔다.",여성,2
"코빈 대표는 ""여성, 소수민족, 다른 종교들에 대한 끊임없는 공격적 발언들은 차치하고 도널드 트럼프에 대한 최대 실망은 유엔이나 유네스코 같은 국제기구들을 지지하지 않은 것""이라고 지목했다.",여성,2
"미술비평가로서의 역할을 잠시 보류한 채, 그는 직접 작품의 내부로 들어가서 우는 소녀를 달래주는 한 남성으로서 존재하며 다음과 같이 말을 이어나간다.",소녀,2
>어머님의 꿈을 위해서.,어머님,2
이 여성 간호사의 신원은 구체적으로 확인되지 않았으며 지난 8일 사망한 미국 내 첫 에볼라 환자 AAA의 혈액을 관리한 것으로만 알려졌다.,여성,2
"이태호 외교부 2차관은 29일 미국 뉴욕에서 열린 '유엔 안보리 여성·평화·안보 관련 공개토의'에 참석, 분쟁하 성폭력 대응 등 국제사회의 관련 논의에 적극적으로 참여하겠다는 입장을 밝혔다.",여성,2
중국 측 실무 참여자인 AAA1과 그의 부인인 AAA2가 공동 필명으로 사용 한 '연정'의 회고록과 연구가 있다.,AAA2,2
"진정고 여신을 믿는 마을 사람들은 그를 '내랑'(유모), 높여서 '부인', 친근하게 '고모 할머니(태고파)', '할머니신(파신)'이라 부른다.",할머니신,2
장애가 심한 아들에게 헤로인을 투약해 숨지게 한 모친의 행위를 놓고 영국 내에서 논란이 일고 있다.,모친,2
"그녀는 오히려 공감, 감정 지향적 윤리의 더 넓은 틀 내에서 해석했다.",그녀,2
AAA는 사망 4개월만에 최초의 공화국 영웅 칭호를 받은 여성임에도 그녀에 대한 기록은 매우 간략하다.,여성,2
"이에 따라 승상 부인은 심청에게 많은 공감과 애정을 직접 표현하고, 지속적으로 심청에게 맹목적 사랑을 베푼다.",부인,2
그는 지난해 6월 김 할머니 등 피해자 3명과 서울 마포구 전쟁과여성인권박물관에서 만났을 때 유엔이 위안부 문제 해결을 돕겠다는 뜻을 밝혔다.,할머니,2
"이 학교 사회과 교사인 AAA는 ""게이 남성, 레즈비언 여성, 성전환한 사람들에게 어떠했는지를 보려고 한다""고 과목의 내용을 설명했다.",여성,2
"이 장면은 콩브레의 도입부에 속하는 '잠자리의 드라마'의 결말로, 유년기 주인공의 어머니가 아이의 불안을 달래기 위해 그의 방에서 하룻밤을 보내며 책을 낭독하는 장면이다.",어머니,2
"그는 동네의 혼자 사는 할머니를 돌보는데, 그녀의 아들은 사고로 물에 빠져 익사하였다.",그녀,2
동무가 살던 시골로 간 주인공은 그의 어머니에게 믿음직스러운 아들의 자리를 채워주려는 여러 일을 돕기 시작한다.,어머니,2
가장 눈길을 끄는 것은 머리와 어깨에 무거운 짐보따리를 진 어머니가 굶주림에 지쳐 흙바닥에 쓰러진 어린 딸을 일으켜 세우는 사진이다.,어머니,2
부인 AAA는 대통령이 흡연을 그만두게 하도록 온갖 시도를 한 것으로 알려졌다.,부인,2
"그녀가 수집한 미술품에는 잭슨 폴록, 로버트 머더웰, 마크 로스코, 한스 호프만 등의 작품들이 있다.",그녀,2
부인 AAA 1과 측근 AAA 2 방위상에게 쏠렸던 의혹의 화살이 AAA 3 총리 자신을 향하게 된 것이다.,부인,2
63년 케네디대통령이 암살당할 때까지 10년간 이어졌던 재클린여사의 결혼생활은 화려한 외형과는 달리 행복했던 것 같지는 않다.,여사,2
노르웨이 베스트폴주 홀메스트란에 거주하는 AAA(37·여) 씨는 최근 남편과 함께 인도 뉴델리 시내에 위치한 BBB의 불임센터를 방문했다.,AAA,2
"1714년 호에서, 그녀는 주어진 높이 H의 원뿔 안에 있는 원형 실린더와 관련된 문제를 제기한다.",그녀,2
그는 앞에는 팔대부고 뒤에는 사대부라며 양반임을 주장하고 그 많던 재산을 서울애기라는 기생에게 빠져 탕진했노라고 하소연 한다.,기생,2
"곧 남은진이 처음 남역 배우가 된 계기, 훈련의 과정, 여성에서 남성 인물로 분장을 하는 과정과 춘향전의 일부 장면 재연을 보여주었다.",배우,2
"그녀는 ""군부대를 주된 배경으로 하는데 (유럽 유일의 분단국인) 키프로스에 있는 실제 군부대를 직접 가서 보고 그 모습을 무대배경으로 삼았다""며 현장감이 느껴질 것이라고 말했다.",그녀,2
그녀의 경영진도 그녀의 결정에 동의했습니다.,그녀,2
그녀는 한국 정부에서 자신과 같은 결혼이주민을 위하여 취업 전 교육뿐만 아니라 취업 후 재교육도 필요함을 강조하였다.,자신,2
영국 윌리엄 왕세손 부부의 딸 샬럿 공주가 태어나자마자 업체들이 기념품 제작에 뛰어들었다.,딸,2
"이때 여성은 직장 동료로서 인식되지 않으며, 그녀의 행동 또한 업무 외적인 행동으로 왜곡된다.",여성,2
>저렇게 할머니도 모시고 해드리고.,할머니,2
원작에서는 정영이 친자를 희생시키는 매우 고통스러운 결정을 어떻게 내렸는지 또한 어떻게 아내를 어렵게 설득했는지에 대해 거의 언급하지 않는다.,아내,2
"그녀는 1946년 코미디 작품 '로코'로 브로드웨이 무대에 데뷔한 후 영화와 뮤지컬, TV드라마 등에서 60여년간 활약하며 3차례 에미상을 받았으며 토니상 후보에도 5차례나 올랐다.",그녀,2
"증례로 특이 병력 없던 27세 여자가 어머니에게 수면제를 먹고 죽겠다고 전화한 후 연락이 두절되었고, 약 1시간 후 길거리에 쓰러져 있는 상태로 발견되어 응급실에 왔다.",여자,2
지난해 제69차 총회에서 역대 대통령 가운데 처음으로 일본군 위안부 문제를 언급한데 이어 2년 연속으로 이 문제를 거론하며 국제사회 이슈화에 나선 것이다.,위안부,2
비디오 아트의 창시자 AAA1이 타계한 지 5년이 지났지만 그의 아내 AAA2 여사는 여전히 그를 꿈에서 본다고 말했다.,여사,2
라반은 자기의 여종 질파를 딸 레아에게 몸종으로 주었다.,딸,2
AAA 총리는 코리아 타임즈와의 인터뷰를 통해 생산적이고 혁신적인 경제 발전을 위해 한국의 경제를 주시하고 협력을 모색하고 있다고 밝혔다.,AAA,3
">아, 나는 너무 착하게 썼어요.",나,3
"AAA는 ""할 수 있다, 하면 반드시 된다""는 신념을 갖고 끊임없이 새로운 사업에 도전하였다.",AAA,3
그렇지만 앞으로 자리가 생길 때를 대비하여 AAA씨에 대한 정보는 갖고 있겠습니다.,AAA,3
그리고 전장에 나가 주검으로 돌아온 미곤의 관이 자신 앞에서 움직이질 않자 문희는 비로소 미곤이 자신의 본래 꿈이었음을 깨닫는다.,미곤,3
">로제야, 너도 손 한번 잡아줘라.",로제,3
"영국에서 가장 사랑받던 TV 진행자 중 하나였던 그는 방송에 입문하기 전 군 장교를 지냈고, 식당에서 벽화를 그리는 일을 했다.",장교,3
해머를 던지는 가장 좋은 방법은 선수가 빙빙 돌면서 해머를 자기 주위로 원운동시키다가 놓아주는 것이다.,선수,3
펠로시 의장은 추가 부양 법안이 이달 중 통과되기를 바란다고 소속 의원들에게 주문했다.,의장,3
"그의 자식을 낳아준 아내인 레아는 활동적 삶의 은유이며, 야곱의 사랑을 받은 아내인 라헬은 관조적 삶의 은유이다.",야곱,3
그는 볼츠만의 통계적 접근법이 틀렸다는 것을 보여줄 방법을 어떻게든 찾아야 했고 흑체복사라고 불리는 성질을 싸움터로 선택했다.,볼츠만,3
"연구소의 물리학자 브라이언 스트라지사르는 ""이산화탄소가 예측했던 장소로 보내졌는지, 다시 대기 중으로 돌아간 것은 아닌지, 아니면 의도하지 않은 지층으로 갔는지 검증을 할 필요가 있다""며 ""과불화탄소 꼬리표가 이에 도움이 될 것""이라고 말했다.",물리학자,3
나는 도시의 모든 이민자 학생들을 위해 유료 게스트 하우스를 열려고 합니다.,나,3
"그는 ""북한보다 더 오랫동안 미국의 극단적이고 직접적인 핵 위협을 받아오고 문 앞에서 가장 흉악하고 악랄한 핵전쟁 훈련을 목격해온 나라는 없다""고 주장했다.",그,3
어느 프로그래머는 그의 저서에 한 통신회사의 영업 비밀에 해당되는 내용을 적어 놓았다.,프로그래머,3
AAA1은 동편제 소리꾼 AAA2와 AAA3에게 배웠기 때문에 그의소리는 통성으로 내 뿜는 힘과 무게가 실려 있어 단단하고 묵직하다.,그,3
"가장 낮은 평균을 나타낸 값은 ""나는 업무 수행에 주도권이 없다""로 평균값이 5.07, 표준 편차는 1.47이다.",나,3
소비자 물가지수는 가격 변화에 대한 당신의 개인적 경험을 측정하지 못할 수도 있다.,당신,3
"본고에서 주목한 것은 김양기 고유의 남채화에 대한 해석은 아버지 김홍도의 작품보다, 중국의 어떤 ""남채화도""보다 더욱더 아름답게 그려졌다는 점이다.",김홍도,3
감사가 입수한 회사의 업무 관련 정보를 자신의 이익을 위해 행사하는 이해 상충의 문제가 발생할 수 있다.,감사,3
"아빠의 존재는 AAA 1에게 AAA 2의 가사처럼 엄마에게 폭력을 행사하는 ""야만인 잔인한 사람""으로 비친다.",AAA 2,3
인선왕후는 판서 댁의 아기가 중한 병에 걸려 있는 것을 마음 아파하며 궁중의원을 보내고자 한다.,의원,3
그는 이듬해인 1998년에 찬스 2000이라는 정당을 창당했다.,그,3
기사로 보셨군요.,기사,3
"유네스코는 아줄레 총장이 문 대통령에게 세 가지의 핵심 부문, 즉 문화유산·교육·과학 부문의 남북 협력 필요성을 강조하고, 이런 의제들을 북한과도 향후 논의해나갈 것이라고 밝혔다고 전했다.",총장,3
"사람이 늘 고기만 먹고 살 수 없듯이, 그는 품위 있게 빛나는 폰 차스터를 두고 자신의 옛 부하였던 헤프링의 아내를 탐한다.",자신,3
"AAA1 대통령은 대선 야당 후보로 유세하던 2004년 9월 우크라이나 보안국(SBU)의 AAA2 전 국장, AAA3 전 차장과 식사를 한 다음 날 모종의 질병을 앓으면서 얼굴 피부가 변형됐다.",국장,3
"디바이스의 사용자는 자신의 디바이스 리스트를 검색하여, 서버에 등록되어 있는 디바이스와 현재 설치 가능한 디바이스를 동시에 확인할 수 있다.",자신,3
국제 정치를 전공하기 전 직업 피아니스트를 꿈꾸기도했던 AAA1 전 장관은 국무장관 재직 중에도 틈틈이 현악4중주단과 실내악 연주에 참여했으며 유명 첼리스트 AAA2 등과 협연하기도 했다.,전 장관,3
"AAA1은 올해 초 BBB1와의 인터뷰에서 ""흑인을 AAA2 같은 BBB2의 백인 수석 여자 무용수와 한 무대에 세우다니 그 대담함을 상상이나 할 수 있느냐""고 회고했다.",수석,3
박사학위를 받은 후 체코 프라하의 독일 대학에서 베어왈트의 조수로 지내던 바르가는 베어왈트가 1941년 우즈 게토로 추방되는 등 연구할 여건이 되지 않자 고향인 헝가리로 돌아갈 수 밖에 없었다.,베어왈트,3
두 값을 아무리 뒤섞어도 당신은 길이 단위를 갖는 물리 량을 얻을 수 없다.,당신,3
"그는 이어 FIFA 조직이 부패한 것은 제프 블라터 회장의 1인 통치, '원맨쇼'에서 벗어나지 못했기 때문이라고 진단하고 시스템 개혁의 당위성을 강조했다.",제프 블라터,3
그동안 실무에서는 준법 감시인이 내부 통제를 총괄하는 것으로 인식되어 업무 부담이 상당한 반면 감독 기관의 주의 요구만으로 직위가 박탈되어 상시적 신분 불안과 제재 가능성에 노출되어 있다는 지적이 있어 왔다.,준법 감시인,3
지금은 방송사 정치부 기자인 발레리 트리에르베일레와 함께 살고 있다.,발레리 트리에르베일레,3
그 결과 놀랍게도 그는 이미 고향인 극동 `콤소몰스크 나 아무르' 현지 법원에서 행방 불명자로 분류돼 러시아 연방 정부가 3년째 그의 가족에게 연금을 지급하고 있는 상태였다.,나,3
"일단 당신이 낯선 숫자 체계를 통과하면, 실수들은 너무나 익숙해진다.",당신,3
"이 명제는 내 언어의 한계는 우주의 한계다, 라고 말한 독일의 문인 괴테의 어록을 연상시키기도 한다.",내,3
보이스의 출현과 그의 유리관-설치 작품은 뒤셀도르프를 중심으로 활동하던 신진작가들에게 제3제국 시절과 전후 분단국가와 개인사에 관심을 증폭시킨다.,그,3
"리더십 강의가 성행하는 만큼, 오늘도 나의 팀장 때문에 하루가 우울해지는 만큼, 생산 과정에서 경영의 비효율성은 부인하기 어렵다.",나,3
이상혁은 남병길과 함께 연구하면서도 자신만의 산학책을 썼다.,자신,3
"17세기 전반기에 주로 활동한 조각승 인균은 현진, 청헌, 응원 등과 함께 당대 최고 수준의 대조각승으로 잘 알려져 있다.",대조각승,3
"카페 연극이라면, 흔히 내부에 무대를 만들어 놓고 관객이 다과를 즐기며 감상하는 그런 장면이 떠오르겠지만, 이곳은 다르다.",관객,3
AAA에게 어머니는 차후에는 가볍게 올무를 만들어 조심스레 집으로 끌고와 여물통 앞에 묶어두고 건초를 주라고 조언한다.,AAA,3
그와 타협하는 과정에서 학점 부풀리기가 조장된다는 진단이다.,그,3
"마돈나는 이날 브라질 국기를 사용하지 못한다는 한 리우 재판소의 결정에 따라 브라질 최고인기를 누리고 있는 플라멩고 축구팀기를 온 몸에 휘감은채 공연, 관중의 열기를 더욱 고조시킨 셈.",마돈나,3
그는 자신과 생각이 다른 사람들을 자신의 견해가 상식이라고 주장함으로써 비난한다.,사람,3
헌트 장관은 또 유네스코 세계자연유산으로 지정된 산호초 군락지역인 그레이트 배리어 리프를 보존하기 위해 이바지한 점도 높이 평가됐다.,장관,3
"이 BBB의 독재 체제는 시장 경제와 민주주의의 정상적인 발전을 가로막고 있고, 따라서 이를 바로잡지 않고선 우리가 선진 사회로 나아갈 수 없다고 했다.",BBB,3
"AAA 회장은 올해 만 78세로, 지난 1971년 BBB1을 설립한 뒤 BBB2 교수를 겸직하며 다보스포럼을 세계 최고 권위의 사회·경제 콘퍼런스로 발전시켰다.",회장,3
당신의 경제학 교수는 온라인에서의 시장게임이 학생들에게 경제학을 이해하도록 도움을 주는 지 궁금해한다.,교수,3
세입자 보호를 위해 퇴거 조치 유예와 연방 학자금 대출 이자 유예 등이 포함된 행정 명령에 서명했다.,세입자,3
문 대통령은 미얀마가 지난해 한국 관광객에 대한 비자 면제를 시행한 이래 한국 국민의 미얀마 방문이 늘어난 것을 높이 평가하며 양국의 문화적·인적 교류 모멘텀이 지속하기를 바란다고 말했다.,대통령,3
"AAA1 유니세프 총재는 ""AAA2가 전 세계의 취약 아동·청소년의 권리를 위해 열정과 헌신을 다할 것으로 믿고 있다""고 기대했다.",청소년,3
